x_osa,y_osa
370.0,245.86666666666667
370.2,245.86666666666667
370.2,245.73333333333332
370.4,245.73333333333332
370.6,245.33333333333334
369.0,244.26666666666668
367.6,243.46666666666667
367.6,243.73333333333332
367.6,244.13333333333333
367.4,244.26666666666668
367.0,244.13333333333333
367.0,244.26666666666668
367.2,244.4
367.2,244.4
367.2,244.4
368.6,244.4
370.0,244.4
369.8,244.26666666666668
370.0,244.4
370.4,244.8
370.8,245.73333333333332
370.8,246.66666666666666
369.6,246.0
368.6,245.33333333333334
368.8,245.46666666666667
368.8,245.6
368.8,245.33333333333334
369.0,245.06666666666666
368.8,245.2
368.4,245.33333333333334
368.0,245.2
367.6,244.8
368.6,245.06666666666666
369.6,245.06666666666666
368.4,244.26666666666668
367.4,243.6
367.6,243.73333333333332
367.8,244.4
367.6,244.4
367.6,243.86666666666667
367.8,243.73333333333332
368.2,243.73333333333332
368.4,243.73333333333332
368.6,243.86666666666667
369.8,244.0
370.8,244.26666666666668
370.6,244.8
370.6,244.93333333333334
371.0,245.06666666666666
371.2,245.73333333333332
371.2,246.4
369.4,245.33333333333334
367.6,244.26666666666668
365.6,243.86666666666667
365.4,244.4
365.4,244.53333333333333
364.4,244.0
363.2,243.46666666666667
363.2,243.46666666666667
363.4,243.46666666666667
363.4,243.46666666666667
365.2,243.46666666666667
367.0,243.46666666666667
368.6,243.2
368.4,243.2
368.2,242.93333333333334
369.0,243.6
368.2,243.46666666666667
366.0,243.33333333333334
363.8,242.26666666666668
361.8,241.2
359.6,240.66666666666666
357.6,240.13333333333333
357.6,239.73333333333332
357.8,239.46666666666667
358.0,239.06666666666666
358.0,238.66666666666666
359.6,238.26666666666668
361.4,238.13333333333333
362.6,238.13333333333333
363.8,238.4
357.6,238.26666666666668
351.2,238.93333333333334
344.0,238.53333333333333
335.6,238.66666666666666
327.2,238.8
320.8,238.26666666666668
314.4,237.73333333333332
306.8,237.2
299.8,236.53333333333333
294.2,237.06666666666666
294.6,236.4
295.0,235.73333333333332
296.4,236.26666666666668
298.8,236.66666666666666
301.6,237.06666666666666
302.6,237.86666666666667
300.8,237.33333333333334
302.8,239.33333333333334
304.8,240.8
305.4,242.4
307.4,244.66666666666666
309.8,246.93333333333334
310.4,248.4
309.8,248.13333333333333
308.8,246.66666666666666
308.0,246.26666666666668
310.6,247.46666666666667
310.6,247.46666666666667
310.8,247.6
311.0,247.73333333333332
310.4,246.13333333333333
309.4,245.86666666666667
308.8,245.73333333333332
309.4,245.6
310.0,245.2
310.4,244.8
310.6,244.26666666666668
310.8,243.73333333333332
310.6,245.33333333333334
310.6,247.2
311.4,249.2
311.6,247.46666666666667
311.4,245.73333333333332
311.6,245.6
311.8,245.46666666666667
309.6,246.13333333333333
309.4,247.73333333333332
309.2,247.73333333333332
309.4,247.86666666666667
309.4,248.13333333333333
309.0,248.0
309.2,248.0
309.4,247.73333333333332
309.6,247.6
309.8,247.2
312.4,246.66666666666666
312.6,248.26666666666668
312.4,249.33333333333334
312.0,248.66666666666666
309.2,247.73333333333332
306.8,247.73333333333332
307.0,247.46666666666667
307.4,247.46666666666667
307.4,247.33333333333334
307.4,247.06666666666666
307.4,247.2
307.2,247.2
307.4,247.46666666666667
307.4,247.2
309.8,246.93333333333334
309.8,246.0
307.2,245.06666666666666
307.2,245.46666666666667
307.2,245.86666666666667
306.6,246.4
306.4,247.06666666666666
306.4,247.06666666666666
306.6,246.93333333333334
307.0,246.8
307.2,246.53333333333333
309.8,246.26666666666668
312.4,246.4
312.0,246.13333333333333
311.6,245.86666666666667
312.2,246.0
312.2,247.33333333333334
312.4,248.26666666666668
312.4,248.4
312.2,248.53333333333333
312.0,248.93333333333334
311.8,249.2
311.8,249.46666666666667
309.8,248.8
309.8,248.66666666666666
309.4,248.8
309.6,249.2
309.6,249.33333333333334
309.6,249.73333333333332
309.8,250.13333333333333
310.0,250.13333333333333
310.2,249.73333333333332
310.2,249.33333333333334
312.2,249.2
312.2,249.06666666666666
312.2,248.8
311.8,248.53333333333333
311.6,248.4
311.4,249.06666666666666
311.0,249.06666666666666
311.2,249.46666666666667
311.4,249.6
311.4,249.6
311.6,249.73333333333332
311.4,249.46666666666667
311.2,249.2
311.6,249.33333333333334
311.4,249.6
311.2,249.6
311.6,250.0
311.6,250.4
311.4,250.8
311.4,251.06666666666666
311.6,251.33333333333334
312.2,251.73333333333332
312.8,251.73333333333332
312.6,251.73333333333332
312.8,251.86666666666667
313.0,251.73333333333332
312.8,252.0
312.2,252.0
311.8,251.6
312.0,251.86666666666667
312.0,252.13333333333333
310.4,251.6
308.8,251.06666666666666
304.4,250.13333333333333
300.0,249.2
293.6,248.26666666666668
289.2,248.0
285.2,247.73333333333332
281.8,246.66666666666666
277.8,245.6
271.6,245.33333333333334
267.0,245.06666666666666
262.8,245.33333333333334
260.4,245.33333333333334
258.0,244.93333333333334
258.6,244.93333333333334
257.2,245.33333333333334
255.6,245.33333333333334
253.4,245.73333333333332
250.6,246.26666666666668
250.4,246.66666666666666
250.2,246.4
249.4,246.0
249.8,246.4
250.4,246.66666666666666
250.0,246.4
249.0,246.13333333333333
248.2,245.6
248.2,245.6
248.4,245.46666666666667
248.2,244.93333333333334
248.0,244.53333333333333
248.2,244.4
248.4,244.26666666666668
247.4,244.13333333333333
246.4,244.13333333333333
246.8,243.73333333333332
247.2,243.46666666666667
247.0,243.33333333333334
247.4,243.46666666666667
247.8,243.6
247.0,243.73333333333332
246.0,243.86666666666667
245.6,243.06666666666666
246.2,242.4
247.0,242.13333333333333
247.0,241.86666666666667
247.0,241.73333333333332
246.8,241.73333333333332
246.4,241.6
245.2,241.46666666666667
245.2,241.73333333333332
246.0,241.73333333333332
246.4,241.73333333333332
246.8,241.6
247.4,241.86666666666667
248.0,242.13333333333333
248.2,241.86666666666667
248.4,242.26666666666668
248.8,242.8
250.0,242.93333333333334
250.4,242.53333333333333
250.6,242.4
250.6,242.13333333333333
250.8,242.53333333333333
250.6,242.93333333333334
250.4,242.93333333333334
250.6,243.2
250.6,243.06666666666666
250.4,242.93333333333334
250.4,242.53333333333333
251.2,242.13333333333333
251.2,242.26666666666668
251.2,242.4
250.8,242.26666666666668
250.4,242.13333333333333
250.0,242.4
248.8,242.53333333333333
247.8,242.66666666666666
247.4,241.86666666666667
246.8,241.06666666666666
246.6,238.13333333333333
246.6,237.86666666666667
246.6,237.86666666666667
247.0,237.86666666666667
247.4,237.73333333333332
247.4,237.6
248.2,237.46666666666667
249.8,238.0
250.0,238.0
250.2,238.0
250.2,238.13333333333333
250.2,238.0
250.2,237.86666666666667
249.8,238.0
249.8,238.4
250.2,241.33333333333334
250.6,241.86666666666667
250.2,242.4
250.2,242.53333333333333
250.2,242.66666666666666
249.2,243.06666666666666
248.2,243.46666666666667
248.4,243.2
248.8,243.6
248.4,243.86666666666667
248.0,244.0
247.4,244.13333333333333
245.0,244.26666666666668
243.0,244.4
243.2,244.26666666666668
244.2,244.13333333333333
244.8,243.46666666666667
244.4,243.06666666666666
244.0,242.8
244.0,242.53333333333333
244.0,242.26666666666668
244.2,242.0
246.2,241.6
248.2,241.33333333333334
248.0,241.2
246.8,241.06666666666666
246.0,241.06666666666666
245.8,240.8
245.6,240.53333333333333
245.6,240.4
245.6,240.26666666666668
245.0,240.4
244.2,240.13333333333333
243.4,240.13333333333333
243.2,240.26666666666668
244.0,240.13333333333333
245.4,240.53333333333333
246.0,241.06666666666666
246.0,240.93333333333334
245.8,240.8
