x_predvidjeno,y_predvidjeno,x_ekran,y_ekran
347.9757864078676,373.23729080333305,500,400
347.9757864078676,373.23729080333305,900,400
347.9757864078676,373.23729080333305,900,400
347.9757864078676,373.23729080333305,900,400
347.9757864078676,373.23729080333305,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
341.81111820786754,374.3676227353335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
335.6464500078666,375.4979546673335,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
332.564115907867,376.06312063333326,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
320.34065607240024,382.2843528439994,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
292.3878960433338,379.44970984466636,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
310.56427094973395,364.1770090086661,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
291.85851322066713,359.64686811133333,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
273.1527554916003,355.1167272140001,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
279.2644854093346,352.0061111086666,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
300.8408241093334,348.0499493466664,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
303.87021992706724,345.5044992073331,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
307.1113688738668,350.88018576133345,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
313.48779020293443,357.6709905226662,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
319.70539668520024,358.52094276399976,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
341.0699822561342,346.64364430866635,900,400
