x_predvidjeno,y_predvidjeno,x_ekran,y_ekran
676.7386831910676,157.7372009553328,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
167.78298871520084,237.12759613199978,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
204.29455337480024,212.5230469799999,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
234.4826349876005,183.10797723999985,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
264.98834629400073,165.5746125400001,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
255.52959086493354,159.34897374466664,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
238.9294506980005,349.45184779999954,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
195.30032875760014,339.541613764,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
149.43588523346688,361.881092467333,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,383.0858326540001,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,392.9784403513331,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,381.09232872666644,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,375.71223558799966,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,370.8973084153331,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,368.3430451066665,900,250
100,357.30247913866697,900,250
100,357.30247913866697,900,250
100,357.30247913866697,900,250
100,357.30247913866697,500,250
100,357.30247913866697,500,250
100,357.30247913866697,500,250
100,357.30247913866697,500,250
100,357.30247913866697,500,250
100,357.30247913866697,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,344.5664152726663,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,338.62115616799974,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,335.2213472026665,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,328.9957084073335,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,323.33523557800027,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.59589944200025,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,325.87627913266624,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,324.17637465000007,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,326.15665882333315,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,322.196090476667,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.34613823533255,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,321.91130420133277,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,325.3067065819996,500,250
100,329.26727492866576,500,250
100,329.26727492866576,500,250
100,329.26727492866576,500,250
100,329.26727492866576,500,250
100,329.26727492866576,100,250
100,329.26727492866576,100,250
100,329.26727492866576,100,250
100,329.26727492866576,100,250
100,329.26727492866576,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,333.79300924133304,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.9036253466661,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,336.33845938066634,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,332.94305699999995,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,326.71741820466696,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.30229999733274,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,325.0175137219999,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,326.14784565399987,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,329.8236277253327,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,334.0689823473331,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,330.1128205853329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,327.8521567213329,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,329.552061204,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,338.3275567233327,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,250
100,345.12276806933323,100,400
100,345.12276806933323,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,352.1983591059993,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,360.6890683499996,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,367.1994934206664,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,373.1447525253334,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,379.3703913206664,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,389.2718121873331,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,397.75811484666656,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,100,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
100,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
151.12991026600022,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
194.28258766600058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
252.68812071920058,400,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
311.04071549013395,381.99956656866607,500,400
347.9757864078676,373.23729080333305,500,400
347.9757864078676,373.23729080333305,500,400
347.9757864078676,373.23729080333305,500,400
347.9757864078676,373.23729080333305,500,400
