x_osa,y_osa,x_tacka,y_tacka
277.6,197.06666666666666,900,250
277.6,196.66666666666666,900,250
278.0,196.93333333333334,900,250
278.0,197.33333333333334,900,250
278.2,197.6,900,250
278.2,197.86666666666667,900,250
278.4,197.86666666666667,900,250
278.6,198.13333333333333,900,250
278.6,198.13333333333333,900,250
278.6,198.26666666666668,900,250
278.6,198.26666666666668,900,250
278.6,198.4,900,250
278.2,198.4,900,250
278.0,198.26666666666668,900,250
277.6,198.13333333333333,900,250
277.4,198.26666666666668,900,250
277.4,198.4,900,250
277.6,198.4,900,250
277.8,198.26666666666668,500,250
277.6,198.0,500,250
277.4,197.73333333333332,500,250
277.2,197.86666666666667,500,250
277.2,198.0,500,250
277.4,198.13333333333333,500,250
279.0,198.26666666666668,500,250
281.6,197.46666666666667,500,250
284.2,196.8,500,250
286.6,196.26666666666668,500,250
289.0,195.6,500,250
291.8,194.8,500,250
294.4,193.86666666666667,500,250
297.0,192.93333333333334,500,250
299.6,191.86666666666667,500,250
302.0,190.93333333333334,500,250
303.2,190.66666666666666,500,250
302.8,190.0,500,250
302.8,189.06666666666666,500,250
302.6,187.86666666666667,500,250
302.4,186.93333333333334,500,250
302.2,185.86666666666667,500,250
302.4,186.0,500,250
302.6,185.73333333333332,500,250
302.4,185.46666666666667,500,250
302.6,185.6,500,250
302.4,185.86666666666667,500,250
302.6,186.0,500,250
302.4,186.0,500,250
302.4,185.73333333333332,500,250
302.4,185.46666666666667,500,250
302.4,185.2,500,250
302.2,185.33333333333334,500,250
302.0,185.2,500,250
302.2,185.2,500,250
302.0,185.2,500,250
302.0,185.06666666666666,500,250
301.6,184.8,500,250
301.4,184.66666666666666,500,250
301.2,184.53333333333333,500,250
301.0,184.0,500,250
301.0,184.0,500,250
300.8,183.86666666666667,500,250
300.8,184.26666666666668,500,250
300.8,184.4,500,250
300.8,184.53333333333333,500,250
301.0,184.53333333333333,500,250
301.4,184.4,500,250
301.6,184.26666666666668,500,250
301.6,184.26666666666668,500,250
301.6,184.13333333333333,500,250
301.4,184.26666666666668,500,250
301.4,184.4,500,250
301.2,184.66666666666666,500,250
301.2,185.06666666666666,500,250
301.2,185.46666666666667,500,250
301.0,185.33333333333334,500,250
301.0,185.33333333333334,500,250
301.0,184.93333333333334,500,250
300.8,184.8,500,250
300.6,184.66666666666666,500,250
300.4,184.26666666666668,500,250
300.6,184.53333333333333,500,250
300.8,184.66666666666666,500,250
300.4,184.4,500,250
300.0,184.26666666666668,500,250
300.0,184.53333333333333,500,250
300.0,184.8,500,250
300.0,184.93333333333334,500,250
300.4,184.66666666666666,500,250
300.4,184.4,500,250
300.4,184.26666666666668,500,250
300.4,184.53333333333333,500,250
300.4,184.8,500,250
300.8,185.2,500,250
301.0,185.46666666666667,500,250
301.2,186.13333333333333,500,250
301.2,186.26666666666668,500,250
300.8,186.0,500,250
300.4,186.13333333333333,500,250
