smooth_x,smooth_y,x_tacka,y_tacka
297.4360220509297,182.0562847912337,500,100
297.3915005073646,181.98013721833868,500,100
297.43409547184905,181.93446369075508,500,100
297.55770878881964,181.94440717288398,500,100
297.6866691736023,181.97385348090646,500,100
297.8206023314501,182.02849414019445,500,100
297.9171601682486,182.06706943318474,500,100
298.0069589564712,182.10371596152552,500,100
298.0764718295182,182.13853016344925,500,100
298.1271188014519,182.17160365527678,500,100
298.17422048535025,182.20302347251294,500,100
298.2740250513757,182.23953896555395,500,100
298.2968432977794,182.2742286839429,500,100
298.2480642669348,182.3138505830791,500,100
298.1746997682494,182.33815805392516,500,100
298.07847078447196,182.35458348456223,500,100
298.0029778295589,182.37685431033412,500,100
297.9327693814898,182.36467826148407,500,100
297.8674755247855,182.31977768174318,500,100
297.82075223805055,182.25045546432267,500,100
297.79129958138697,182.15793269110654,500,100
297.7499086106899,182.07670272321786,900,100
297.6974150079416,181.99286758705696,900,100
297.63459595738567,181.90655754103744,900,100
297.5901742403687,181.83122966398557,900,100
297.5628620435429,181.76633484745295,900,100
297.5234617004949,181.68468477174696,900,100
297.43081938146025,181.63378386649293,900,100
297.204662024758,181.60542800650163,900,100
296.84033568302493,181.6118232728432,900,100
296.3475121852132,181.65123210920103,900,100
295.73518633224825,181.7220038370743,900,100
294.99772328899087,181.8159036452206,900,100
294.14388265876147,181.9384417962929,900,100
293.19581087264817,182.0881863731449,900,100
292.1181041115628,182.26377705448766,900,100
291.0038368237534,182.45725486842994,900,100
289.86956824609064,182.6810587916751,900,100
288.81469846886426,182.92033918542467,900,100
287.83366957604375,183.16765555948678,900,100
286.90731270572064,183.42927278151245,900,100
286.0318008163202,183.71780914243683,900,100
285.24557475917777,183.991918685315,900,100
284.5283845260353,184.25898941771592,900,100
283.8473976092128,184.5127066134968,900,100
283.21407977656787,184.74707128282196,900,100
282.59709419220815,184.96971771868087,900,100
281.99529759875355,185.18789849941348,900,100
281.4216267668408,185.40183690777613,900,100
280.8741128931619,185.6117450623873,900,100
280.36492499064053,185.81782447593463,900,100
279.8493802412957,186.00693325213788,900,100
279.383923624405,186.18658658953098,900,100
278.92304897069664,186.37059059338776,900,100
278.39643554274784,186.51872773038502,900,100
277.9346850547555,186.6661246771991,900,100
277.5052571009226,186.81281844333913,900,100
277.10588910385803,186.95884418783885,900,100
276.74847686658796,187.10423531178023,900,100
276.43008348592684,187.2490235461912,900,100
276.119977641912,187.399905702215,900,100
275.87357920697815,187.54991041710426,900,100
275.6864286624897,187.69241489624903,900,100
275.5123786561154,187.82112748476993,900,100
275.43451215018735,187.9367377771981,900,100
275.34809629967424,188.03990088833817,900,100
275.26772955869706,188.15123917725458,900,100
275.20698848958824,188.25701055172516,900,100
275.1084992953171,188.3574933574722,900,100
274.97490434464487,188.48628535626528,900,100
274.8366610405197,188.60197108845202,900,100
274.7080947676833,188.70520586736274,900,100
274.51852813394544,188.79661224066126,900,100
274.35623116456924,188.8767816286282,900,100
274.2052949830494,188.9529425471968,900,100
274.0649243342359,189.02529541983697,900,100
273.90637963083935,189.08736398217843,900,100
273.7309330566806,189.14632911640285,900,100
273.56776774271293,189.20901266058272,900,100
273.444024000723,189.27522869422023,900,100
273.34294232067236,189.34480059284255,900,100
273.2209363582253,189.4175605632004,900,100
273.0794708131495,189.49334920170702,900,100
272.947907856229,189.572015074955,900,100
272.83955430629294,189.65341432120724,900,100
272.75278550485245,189.73741027181353,900,100
272.6860905195128,189.82387309155618,900,100
272.63806418314687,189.91267943697838,900,100
272.62139969032654,189.99704546512947,900,100
272.6059017120037,190.077193191873,900,100
272.6054885921634,190.16666686561268,900,100
272.57710439071195,190.2650001889987,900,100
272.6207070833621,190.3650835128821,900,100
272.7172575875268,190.46016267057135,900,100
272.8070495563999,190.55715453704278,900,100
272.89055608745184,190.64929681019063,900,100
272.96821716133024,190.73016530301445,900,100
273.05444196003714,190.80699037119706,900,100
273.1346310228345,190.87997418597055,900,100
273.1952068512361,190.94264214333867,900,100
273.23754237164957,190.99551003617174,900,100
273.3469144056341,191.04573453436313,900,100
273.4206303972397,191.09344780764496,900,100
273.4471862694329,191.14544208392937,900,100
273.4718832305726,191.19483664639955,900,100
273.4948514044325,191.2284281474129,900,100
273.5302118061222,191.2536734067089,900,100
273.5630969796937,191.27765640304014,900,100
273.59368019111514,191.3004402495548,900,100
